date,dianchibanwendu,fengsu,fengxiang,huanjingwendu,qiya,shidu,fuzhaodu,power
2021/1/14 19:00,-13.9,2.4,82,-13.6,1006.7,60.1,0,-1.1163
2021/1/14 20:00,-14,2.7,76,-13.7,1007.4,60.8,0,-1.1163
2021/1/14 21:00,-14,2.6,62,-13.9,1007.9,64.4,0,-0.8931
2021/1/14 22:00,-14.2,2.9,56,-14.1,1008,75.1,0,-1.1163
2021/1/14 23:00,-14.4,2.2,27,-14.5,1007.8,85,0,-1.1163
2021/1/15 0:00,-14.5,1.9,51,-14.6,1007.6,84.3,0,-1.1163
2021/1/15 1:00,-14.6,2.6,7,-14.6,1007.8,85.2,0,-0.8931
2021/1/15 2:00,-14.9,1.5,6,-14.9,1008.1,82.9,0,-1.1163
2021/1/15 3:00,-15.3,2.3,354,-15.1,1008.1,77.2,0,-1.1163
2021/1/15 4:00,-16.3,2.4,328,-16,1008.2,76.3,0,-1.1163
2021/1/15 5:00,-16.9,2.2,1,-16.5,1008.6,73.5,0,-1.1163
2021/1/15 6:00,-17.9,0.8,346,-17.3,1009.3,73.9,0,-1.1163
2021/1/15 7:00,-19.2,1.5,321,-18.6,1010.2,73,0,-1.1163
2021/1/15 8:00,-19.2,1.9,319,-19.2,1011.2,73.3,87,7.8142
2021/1/15 9:00,-15.7,1.5,309,-18.1,1011.3,69,414,94.2175
2021/1/15 10:00,-11.7,3.5,23,-15.9,1010.7,58.7,600,119.223
2021/1/15 11:00,-11.4,3.3,356,-14.9,1009.9,53,734,131.5026
2021/1/15 12:00,-12,2.1,354,-13.9,1009.2,51.5,789,200.7144
2021/1/15 13:00,-11.5,1.5,321,-13.2,1008.6,48.2,749,195.1328
2021/1/15 14:00,-10.2,1.5,313,-12.4,1008.1,44.9,643,177.9415
2021/1/15 15:00,-8.5,1,352,-11.7,1008.3,42.1,456,127.4838
2021/1/15 16:00,-11.4,0.6,56,-12.4,1008.8,44.5,152,11.1632
2021/1/15 17:00,-14.5,2.3,191,-13.7,1009.6,48.4,0,-1.1163
2021/1/15 18:00,-14.8,2.7,225,-13.9,1009.8,47,0,-1.1163
2021/1/15 19:00,-16.9,2.6,197,-16,1010.9,58.3,0,-1.1163
2021/1/15 20:00,-17.8,0.9,98,-17.2,1011.3,59.4,0,-1.1163
2021/1/15 21:00,-17.9,2.7,262,-17.6,1011.5,61.7,0,-1.1163
2021/1/15 22:00,-17.2,2,284,-16.6,1011.1,61.1,0,-0.8931
2021/1/15 23:00,-17.6,2.9,314,-17,1011.3,58.1,0,-0.8931
2021/1/16 0:00,-17.9,2.5,285,-17.4,1011.3,57.4,0,-0.8931
2021/1/16 1:00,-18.7,0.8,321,-18.2,1011.8,58.4,0,-0.8931
2021/1/16 2:00,-19.3,0.8,323,-18.7,1012.4,59.3,0,-1.1163
2021/1/16 3:00,-19.9,1.1,309,-19.3,1012.4,61.5,0,-1.1163
2021/1/16 4:00,-20.1,1.8,321,-19.5,1012.2,62.1,0,-1.1163
2021/1/16 5:00,-21.7,0,295,-20.6,1012.7,63.5,0,-1.1163
2021/1/16 6:00,-21.9,0,217,-20.8,1012.9,64.4,0,-1.1163
2021/1/16 7:00,-19.9,1.2,284,-19.4,1012.2,62.7,0,-1.1163
2021/1/16 8:00,-21.5,1.6,197,-22.8,1014.1,62.2,201,17.8611
2021/1/16 9:00,-13.2,1.9,219,-18.4,1012.3,64.5,475,147.5776
2021/1/16 10:00,-7.8,1,197,-14.5,1010.9,50.8,651,191.5606
2021/1/16 11:00,-8.3,0.1,267,-12.2,1009.3,42.8,754,210.0916
2021/1/16 12:00,-10,2.7,213,-11.7,1008.2,42.2,797,212.7707
2021/1/16 13:00,-10,4,208,-11.5,1007.2,43.1,752,198.2585
2021/1/16 14:00,-8.4,2.4,254,-10.5,1006.9,41.8,580,171.4669
2021/1/16 15:00,-8.1,2.8,231,-10.2,1006.9,42,475,135.9678
2021/1/16 16:00,-11.2,2.8,217,-11.5,1007.2,47.1,150,13.8424
2021/1/16 17:00,-13.9,5.4,207,-13.4,1007.6,54.3,0,-1.1163
2021/1/16 18:00,-15,1.8,178,-14.6,1007.9,60.4,0,-0.8931
2021/1/16 19:00,-16,1.9,233,-15.5,1008.1,66.6,0,-1.1163
2021/1/16 20:00,-14.7,3.5,230,-14.2,1007.1,60.2,0,-1.1163
2021/1/16 21:00,-14.2,2.1,247,-13.9,1006.6,63.4,0,-1.1163
2021/1/16 22:00,-13.7,2.6,276,-13.1,1006.1,55.9,0,-0.8931
2021/1/16 23:00,-13.9,3.6,278,-13.3,1005.7,53.4,0,-0.8931
2021/1/17 0:00,-15.3,3.7,265,-14.9,1005.7,57.9,0,-0.8931
2021/1/17 1:00,-16.2,2.2,272,-15.7,1005.8,59.3,0,-0.6698
2021/1/17 2:00,-16.7,2.8,271,-16.3,1005.5,60.7,0,-0.8931
2021/1/17 3:00,-18.2,1.8,245,-17.5,1005,66,0,-0.8931
2021/1/17 4:00,-18,1.9,280,-17.5,1003.7,65.2,0,-0.8931
2021/1/17 5:00,-17.1,3.9,243,-16.7,1002.7,64.7,0,-0.6698
2021/1/17 6:00,-17.5,1.9,276,-17,1002.4,65.1,0,-0.8931
2021/1/17 7:00,-17.5,2.3,255,-17,1001.6,64.8,0,-0.8931
2021/1/17 8:00,-17.3,1,236,-17.3,1001.8,63.8,95,14.2889
2021/1/17 9:00,-15.5,3.4,262,-15.6,1000.9,61.4,85,30.1407
2021/1/17 10:00,-13.8,3.2,266,-14.2,999.8,53.3,155,56.0393
2021/1/17 11:00,-11.9,3.3,273,-12.9,998.7,52,269,94.664
2021/1/17 12:00,-9.9,3.9,289,-11.5,997.2,48.1,858,230.8551
2021/1/17 13:00,-8.3,1.3,214,-9.8,995.6,43.5,756,207.4124
2021/1/17 14:00,-6.9,1.7,234,-9.4,995.5,39.7,612,183.7464
2021/1/17 15:00,-8.6,2.2,252,-9.3,995.5,39,195,60.0581
2021/1/17 16:00,-9.9,0.6,239,-10.2,995.6,46.2,178,20.9868
2021/1/17 17:00,-12.4,1.4,308,-11.9,996.4,48.4,0,-1.3396
2021/1/17 18:00,-15,3.2,276,-14.5,997.6,53.5,0,-1.1163
2021/1/17 19:00,-15.7,3.3,268,-15.5,998.1,57,0,-0.8931
2021/1/17 20:00,-14,2.7,304,-13.7,997.9,70.8,0,-0.8931
2021/1/17 21:00,-14.4,3.8,326,-14,998.5,69.5,0,-0.6698
2021/1/17 22:00,-15.8,4.4,310,-15.3,999,44,0,-0.8931
2021/1/17 23:00,-16.7,2.9,289,-16.2,999.8,45.5,0,-0.8931
2021/1/18 0:00,-17.8,3,306,-17.4,1000.9,51.4,0,-0.6698
2021/1/18 1:00,-18.9,3.3,301,-18.3,1001.8,53.6,0,-0.8931
2021/1/18 2:00,-19.4,2.2,23,-18.9,1003.1,62.1,0,-1.1163
2021/1/18 3:00,-20.4,1.2,21,-20,1004.4,74.1,0,-1.1163
2021/1/18 4:00,-21.2,2.5,23,-20.9,1005.4,76.5,0,-1.1163
2021/1/18 5:00,-22.9,0.9,298,-22.3,1007,77.8,0,-1.1163
2021/1/18 6:00,-23.5,2.4,314,-22.9,1008.2,77.8,0,-1.3396
2021/1/18 7:00,-24,1.3,310,-23.5,1009.3,76.7,0,-1.1163
2021/1/18 8:00,-22.2,2,324,-23,1010,68.5,197,19.6472
2021/1/18 9:00,-17.4,1.5,293,-20.4,1009.8,60.2,474,148.4706
2021/1/18 10:00,-15.4,4.3,351,-18.3,1009.8,46.6,643,206.9659
2021/1/18 11:00,-15.2,2.3,339,-17.6,1009.9,39.5,753,229.069
2021/1/18 12:00,-15,3.3,301,-16.4,1009.4,35.6,816,229.069
2021/1/18 13:00,-15.6,1.9,310,-16.4,1009.7,31,772,227.5061
2021/1/18 14:00,-14.2,4.2,331,-15.8,1009.3,28.6,660,207.1891
2021/1/18 15:00,-13.4,2.6,354,-15.1,1009.7,28.7,479,147.3543
2021/1/18 16:00,-15.7,3.4,65,-16.1,1010.7,32.7,194,23.666
2021/1/18 17:00,-18.7,4.1,104,-18,1011.9,39.9,0,-1.3396
2021/1/18 18:00,-19.5,0.8,141,-18.7,1012.9,43,0,-1.1163
2021/1/18 19:00,-20.8,0.7,174,-19.6,1013.8,46.6,0,-0.8931
2021/1/18 20:00,-21.4,2,225,-20.5,1014.7,48.3,0,-1.1163
2021/1/18 21:00,-21.9,0.1,231,-21.1,1015.4,49,0,-0.8931
2021/1/18 22:00,-22.9,0.8,208,-22.7,1016,53.2,0,-1.1163
2021/1/18 23:00,-24.3,0,197,-23.2,1016.3,57.8,0,-1.1163
2021/1/19 0:00,-24.7,0.8,225,-23.9,1016.1,57.8,0,-1.1163
2021/1/19 1:00,-25.2,1.3,253,-24.3,1016.6,54.2,0,-0.8931
2021/1/19 2:00,-25.9,0,267,-25.1,1017.4,59.9,0,-1.1163
2021/1/19 3:00,-26,0.1,276,-25.3,1017,59.6,0,-1.1163
2021/1/19 4:00,-25.8,1,129,-24.6,1016.1,55,0,-1.1163
2021/1/19 5:00,-25,1,174,-24.4,1015.5,54.1,0,-1.1163
2021/1/19 6:00,-24.5,1.4,209,-24.3,1015.6,57.9,0,-1.1163
2021/1/19 7:00,-23.2,0,206,-22.8,1014.6,62.1,0,-1.1163
2021/1/19 8:00,-21.5,2.1,221,-21.5,1013.9,65.9,36,12.9493
2021/1/19 9:00,-18,1.3,217,-18.7,1012.6,57.2,146,59.165
2021/1/19 10:00,-13.2,2.3,245,-16.2,1011.4,48.5,481,146.238
2021/1/19 11:00,-12.7,3.5,169,-14.2,1009.8,36.4,480,153.3825
2021/1/19 12:00,-12,5,175,-13.1,1008.2,30.5,769,202.054
2021/1/19 13:00,-10.7,8.7,214,-11.9,1007,28.1,752,222.3711
2021/1/19 14:00,-9.7,4.4,180,-11.4,1006.3,29.9,635,200.9377
2021/1/19 15:00,-10.4,4.1,170,-11.9,1006.6,34.3,462,142.889
2021/1/19 16:00,-12.7,5.7,203,-12.8,1007.3,39.1,164,23.2195
2021/1/19 17:00,-15.2,3.9,200,-14.7,1008.4,46,0,-1.1163
2021/1/19 18:00,-16.5,3.3,197,-15.9,1008.8,52,0,-1.1163
2021/1/19 19:00,-17.5,4.7,201,-17,1009.2,56.4,0,-1.1163
2021/1/19 20:00,-18.4,4.8,191,-17.8,1009.3,60.9,0,-1.1163
2021/1/19 21:00,-18.5,4.2,194,-17.9,1008.6,64.1,0,-1.1163
2021/1/19 22:00,-19,1.2,172,-18.3,1008.6,68.1,0,-1.1163
2021/1/19 23:00,-19.5,4.5,194,-19,1008.5,70.6,0,-1.1163
2021/1/20 0:00,-19.7,6,197,-19.2,1008,72,0,-1.1163
2021/1/20 1:00,-19.6,1.2,174,-18.9,1007.2,72.3,0,-0.8931
2021/1/20 2:00,-20,2.1,171,-19.5,1007,73.7,0,-1.1163
2021/1/20 3:00,-20.3,1.1,172,-19.8,1006.8,73.6,0,-0.8931
2021/1/20 4:00,-20.2,1.4,166,-19.7,1005.9,73.5,0,-1.1163
2021/1/20 5:00,-20.5,2.9,138,-19.9,1004.8,73.6,0,-1.1163
2021/1/20 6:00,-20.1,0.4,166,-19.6,1003.7,74.6,0,-1.1163
2021/1/20 7:00,-20.2,2.7,182,-19.6,1002.8,75.9,0,-1.1163
2021/1/20 8:00,-19.9,2.8,200,-19.6,1002.8,78.1,30,11.3865
2021/1/20 9:00,-16.2,0.5,172,-16.7,1000.2,81.8,108,37.9549
2021/1/20 10:00,-10.5,1.9,180,-13.1,997.2,84.5,482,150.2568
2021/1/20 11:00,-8.6,2.7,242,-11,996.5,75.9,588,175.7089
2021/1/20 12:00,-8.2,5.5,171,-9.4,994.1,64.5,714,202.7238
2021/1/20 13:00,-6.6,4,169,-7.7,992.4,52.7,717,209.8683
2021/1/20 14:00,-4.7,5.1,212,-6.5,991.8,45.8,614,187.3186
2021/1/20 15:00,-3.8,4.2,199,-5.5,992.9,44.3,432,130.8328
2021/1/20 16:00,-5.8,4.5,207,-6.1,993,47.7,156,22.3264
2021/1/20 17:00,-8.8,3.9,218,-8.3,994.5,55.9,0,-1.1163
2021/1/20 18:00,-9.9,1.8,213,-9.3,996.1,61.4,0,-0.8931
2021/1/20 19:00,-10.1,1,239,-9.5,997.2,65.7,0,-0.6698
2021/1/20 20:00,-6,5.5,269,-5.3,997.5,54.7,0,-0.6698
2021/1/20 21:00,-5,4,280,-4.5,998.9,52.5,0,-0.8931
2021/1/20 22:00,-7.1,2.9,288,-6.5,1000.5,59.9,0,-0.6698
2021/1/20 23:00,-12,2.3,65,-11.7,1002.9,65.9,0,-0.8931
2021/1/21 0:00,-13,1.3,3,-13,1003.6,69.4,0,-1.1163
2021/1/21 1:00,-12.5,1.6,25,-12,1003.1,67.3,0,-1.1163
2021/1/21 2:00,-11.7,1.7,14,-11.3,1003.9,67.5,0,-1.1163
2021/1/21 3:00,-14.8,2,90,-13.7,1004.9,69,0,-1.1163
2021/1/21 4:00,-15.7,4.3,146,-15.2,1005.9,73.6,0,-1.1163
2021/1/21 5:00,-13.4,1.4,129,-13.3,1005.8,75,0,-1.1163
2021/1/21 6:00,-15.7,0.5,158,-14.7,1007.1,72.9,0,-1.1163
2021/1/21 7:00,-16.4,0.5,318,-16,1007.5,78.2,0,-1.1163
2021/1/21 8:00,-16.1,1.5,313,-16,1007.5,79.2,53,10.4934
2021/1/21 9:00,-10.5,1.3,309,-14.4,1006.5,78,391,131.9491
2021/1/21 10:00,-2.4,1.4,14,-8.5,1004.5,65.9,599,194.2398
2021/1/21 11:00,-3.3,2.5,56,-6.2,1003.1,57.2,652,198.7051
2021/1/21 12:00,-4.2,2.8,37,-5.8,1002.6,55.5,720,201.8308
2021/1/21 13:00,-2.4,1.8,76,-4.4,1001.5,49.5,664,186.4256
2021/1/21 14:00,-1.9,2.8,65,-3.8,1001.3,48.8,565,167.2248
2021/1/21 15:00,-2.5,5.4,62,-3.5,1001.5,47,397,118.7765
2021/1/21 16:00,-3.9,5.2,63,-4,1002.4,43.6,151,21.6566
2021/1/21 17:00,-6.5,5.4,60,-6.2,1003.8,56.9,0,-1.1163
2021/1/21 18:00,-8.3,5.5,58,-8,1004.8,58.4,0,-0.8931
2021/1/21 19:00,-9.7,3.6,56,-9.5,1006.1,62,0,-0.8931
2021/1/21 20:00,-11,4,65,-10.7,1006.9,67.4,0,-0.8931
2021/1/21 21:00,-13.2,1.7,332,-12.8,1008.1,72.3,0,-1.1163
2021/1/21 22:00,-13.8,2.5,335,-13.3,1008.6,76,0,-0.8931
2021/1/21 23:00,-15.4,1.6,321,-14.9,1009.4,78.5,0,-1.1163
2021/1/22 0:00,-15,2.7,314,-14.6,1009.9,79.2,0,-1.1163
2021/1/22 1:00,-15.7,0.5,312,-15.3,1010.2,80,0,-0.8931
2021/1/22 2:00,-14.7,1.3,264,-14.4,1010.1,79.3,0,-1.1163
2021/1/22 3:00,-19,1.8,186,-18.5,1011.3,80.8,0,-1.1163
2021/1/22 4:00,-18.7,2,121,-18,1011.3,82.8,0,-1.1163
2021/1/22 5:00,-17.3,3.4,194,-16.3,1010.5,84.4,0,-1.1163
2021/1/22 6:00,-17.7,2.7,253,-17.3,1011.7,85.4,0,-1.1163
2021/1/22 7:00,-18,2,214,-17.5,1012,85.4,0,-1.1163
2021/1/22 8:00,-15.6,1.5,195,-17.1,1012.2,85,197,22.3264
2021/1/22 9:00,-8.3,1.6,214,-13,1011.2,80.7,461,150.2568
2021/1/22 10:00,-2.7,1.8,198,-8.9,1009.8,66.4,630,198.7051
2021/1/22 11:00,-2.1,4.9,204,-5.7,1008.3,53.1,744,215.0034
2021/1/22 12:00,-2.4,4,204,-3.7,1006.9,45.6,793,217.4593
2021/1/22 13:00,-1.1,3.3,240,-2.4,1005.6,37,774,215.8964
2021/1/22 14:00,0.3,2.7,168,-1.8,1004.8,30.1,662,199.3749
2021/1/22 15:00,0,4.4,188,-1.8,1004.2,27.4,504,153.829
2021/1/22 16:00,-2.8,3.2,211,-3.3,1004.8,34.3,228,34.8292
2021/1/22 17:00,-7,5.8,197,-6.6,1005.9,42.8,0,-1.1163
2021/1/22 18:00,-9.8,3.9,191,-9.2,1006.8,57.9,0,-0.8931
2021/1/22 19:00,-10.7,4.5,185,-10.2,1007.1,67.6,0,-0.8931
2021/1/22 20:00,-11.5,2.4,172,-10.9,1007.4,72.9,0,-0.8931
2021/1/22 21:00,-13,2.6,190,-12.6,1007.6,75.9,0,-0.8931
2021/1/22 22:00,-14.1,1.1,178,-13.6,1007.8,79.4,0,-0.8931
2021/1/22 23:00,-14.5,4.4,186,-14,1007.5,80.1,0,-0.8931
2021/1/23 0:00,-14.9,3.5,192,-14.4,1007.2,80.5,0,-0.8931
2021/1/23 1:00,-15.2,4,183,-14.8,1007,81.8,0,-0.8931
2021/1/23 2:00,-15.5,2.5,183,-15,1007,81.6,0,-0.8931
2021/1/23 3:00,-15.2,3.7,209,-14.8,1006.4,80.2,0,-0.8931
2021/1/23 4:00,-14.9,2.1,177,-14.3,1006.2,75.6,0,-0.8931
2021/1/23 5:00,-15.5,3.2,203,-14.9,1006.3,74.4,0,-0.8931
2021/1/23 6:00,-16.2,2.7,194,-15.8,1006.3,75.1,0,-0.8931
2021/1/23 7:00,-16,4.7,204,-15.6,1006.3,75.8,0,-0.8931
2021/1/23 8:00,-14.1,1.7,185,-15.2,1006.3,77.4,160,22.1031
2021/1/23 9:00,-7.5,1.3,218,-11.6,1005.2,72.1,425,140.4331
2021/1/23 10:00,-3.9,2.1,224,-7.6,1003.9,54.2,602,193.3467
2021/1/23 11:00,-2.5,2.8,100,-5.4,1003,44.1,715,212.5475
2021/1/23 12:00,-2.2,4.8,242,-3.2,1001.6,35.4,770,215.8964
2021/1/23 13:00,-0.9,3.3,207,-1.8,1000.5,32,752,213.6638
2021/1/23 14:00,0.3,6,209,-1.1,1000,32.1,620,188.2117
2021/1/23 15:00,0,3,187,-1.2,999.6,34.8,443,132.6189
2021/1/23 16:00,-2.7,6.4,203,-2.8,999.5,42.6,133,21.2101
2021/1/23 17:00,-5.4,5.6,194,-5,1000.2,49.4,0,-0.8931
2021/1/23 18:00,-7,4.5,211,-6.6,1000.8,55.8,0,-0.8931
2021/1/23 19:00,-8.4,4.1,197,-8.1,1001.3,60.4,0,-0.6698
2021/1/23 20:00,-7.7,5.5,211,-7.2,1001.1,65.6,0,-0.6698
2021/1/23 21:00,-7.8,5.8,199,-7.4,1001.6,68.3,0,-0.6698
2021/1/23 22:00,-8.8,4.3,214,-8.4,1002.2,72.1,0,-0.8931
2021/1/23 23:00,-9.8,1.5,139,-9.4,1002.8,75.9,0,-0.8931
2021/1/24 0:00,-10,1.3,190,-9.6,1002.7,77.9,0,-0.8931
2021/1/24 1:00,-11.1,3.9,212,-10.7,1002.9,80.2,0,-0.8931
2021/1/24 2:00,-12,2.5,217,-11.5,1004,82.6,0,-1.1163
2021/1/24 3:00,-12.9,1.2,219,-12.5,1004.1,84.4,0,-1.1163
2021/1/24 4:00,-13.4,1.8,219,-12.8,1004,85.6,0,-1.1163
2021/1/24 5:00,-12.7,0.1,239,-12.3,1004.7,86.2,0,-1.1163
2021/1/24 6:00,-12.9,0,354,-12.6,1005.5,86.7,0,-1.1163
2021/1/24 7:00,-13.5,2,357,-13.2,1006.7,84.9,0,-1.1163
2021/1/24 8:00,-12.5,1.5,6,-13,1006.9,83.9,109,18.9775
2021/1/24 9:00,-9,3.1,16,-11.1,1007.8,81.5,341,105.6039
2021/1/24 10:00,-6.6,5.4,7,-9.9,1007.8,76.5,518,162.5363
2021/1/24 11:00,-5.5,2.4,322,-8.3,1007.6,70.9,640,187.7651
2021/1/24 12:00,-4.9,3.9,23,-6.5,1006.9,64.3,681,190.4443
2021/1/24 13:00,-4.1,3,354,-5.3,1006.6,60.2,648,184.6394
2021/1/24 14:00,-4,5.9,33,-5.2,1006.8,58.1,539,161.1967
2021/1/24 15:00,-3.9,6.4,42,-5,1007.2,57.3,358,104.7109
2021/1/24 16:00,-5.3,4.3,34,-5.5,1008.2,59.2,99,16.7448
2021/1/24 17:00,-7.1,3.6,28,-6.9,1009.4,64.3,0,-1.3396
2021/1/24 18:00,-8.4,3.2,25,-8.2,1010.8,68.4,0,-1.1163
2021/1/24 19:00,-9.4,2.1,24,-9.1,1012.2,72.6,0,-0.8931
2021/1/24 20:00,-9.9,3.8,5,-9.6,1012.8,73.1,0,-0.6698
2021/1/24 21:00,-10.4,4.9,19,-10.2,1013.3,74,0,-0.8931
2021/1/24 22:00,-10.9,3.7,35,-10.6,1013.8,72.8,0,-0.6698
2021/1/24 23:00,-11.5,5.5,29,-11.3,1014.1,72,0,-0.6698
2021/1/25 0:00,-12.5,4.5,9,-12.2,1014.6,73.8,0,-0.8931
2021/1/25 1:00,-13.3,5.5,23,-13.1,1015,74.4,0,-0.6698
2021/1/25 2:00,-13.9,6.3,0,-13.7,1016,71.4,0,-0.6698
2021/1/25 3:00,-14.5,6.2,27,-14.3,1015.7,69.3,0,-0.6698
2021/1/25 4:00,-15.1,3.4,353,-14.9,1016,67.7,0,-0.8931
2021/1/25 5:00,-15.7,4.9,22,-15.5,1015.5,66.6,0,-1.1163
2021/1/25 6:00,-16.2,3.6,8,-16.1,1015,66.9,0,-1.1163
2021/1/25 7:00,-16.7,4.1,8,-16.5,1015,65.6,0,-1.1163
2021/1/25 8:00,-15.9,6.6,19,-16.5,1014.5,61.6,167,33.7129
2021/1/25 9:00,-15.9,6.8,26,-16.4,1013.5,58.7,138,50.4577
2021/1/25 10:00,-14.8,2.9,327,-15.6,1014.5,57.4,172,65.6397
2021/1/25 11:00,-14.5,4.3,7,-15.3,1012.9,54.3,194,71.6678
2021/1/25 12:00,-14,6.9,41,-14.9,1010.1,51.7,244,89.9754
2021/1/25 13:00,-13.7,3.3,32,-14.4,1008.4,52.6,114,45.7691
2021/1/25 14:00,-13.1,2.9,31,-13.8,1007.6,52,119,41.9737
2021/1/25 15:00,-13.6,1.4,323,-13.7,1007.9,53.3,34,12.9493
2021/1/25 16:00,-13.5,1.8,39,-13.8,1006.3,54.5,9,3.349
2021/1/25 17:00,-13.9,1,14,-13.8,1005.8,55.8,0,-1.3396
2021/1/25 18:00,-14,0,357,-13.9,1005.7,55.9,0,-1.1163
2021/1/25 19:00,-13.9,0.2,329,-13.8,1005.2,55.7,0,-1.1163
2021/1/25 20:00,-14.7,0,329,-14.2,1004.2,55.8,0,-1.1163
2021/1/25 21:00,-14.7,0.7,219,-14.3,1004,57.7,0,-1.1163
2021/1/25 22:00,-15.7,2,203,-15,1003.8,58.7,0,-1.1163
2021/1/25 23:00,-16.2,2.8,205,-15.6,1003.3,59.6,0,-0.8931
2021/1/26 0:00,-16,4.5,210,-15.5,1002.6,62.3,0,-0.8931
2021/1/26 1:00,-15.9,2.6,220,-15.6,1002.2,67.7,0,-0.8931
2021/1/26 2:00,-16.6,1.3,208,-16.1,1002.2,72.4,0,-0.8931
2021/1/26 3:00,-17.4,1.8,208,-16.8,1002,76.5,0,-0.8931
2021/1/26 4:00,-17.6,2.9,192,-17.1,1001.5,79.1,0,-1.1163
2021/1/26 5:00,-17.6,2.3,152,-17.1,1001.1,81.2,0,-1.1163
2021/1/26 6:00,-18.4,4.1,186,-17.9,1001.1,83.1,0,-1.1163
2021/1/26 7:00,-18,2.6,195,-17.5,1001,83.5,0,-1.1163
2021/1/26 8:00,-17.4,3,104,-18.3,1001.6,83,197,30.1407
2021/1/26 9:00,-8.6,1.1,203,-13.4,1000.2,80.2,462,148.0241
2021/1/26 10:00,-4.2,1,173,-10.1,999.1,65.6,612,195.8026
2021/1/26 11:00,-2.7,3.6,231,-5.5,997.2,46.6,724,214.3336
2021/1/26 12:00,-3.4,4.9,298,-4.1,996.3,34.3,775,216.5662
2021/1/26 13:00,-3.6,8.2,277,-4.2,996.1,29.4,725,200.0447
2021/1/26 14:00,-3.7,4.4,289,-4.8,996.6,28.7,580,176.6019
2021/1/26 15:00,-4.1,4.9,279,-5.2,997.4,26.6,494,146.6845
2021/1/26 16:00,-5.7,4.8,282,-5.9,998.2,27.9,209,39.5177
2021/1/26 17:00,-7.8,7.2,285,-7.4,999,29.3,0,-0.8931
2021/1/26 18:00,-10,2.8,224,-9.3,999.7,34.7,0,-0.6698
2021/1/26 19:00,-10.2,3,256,-9.7,1000.4,37.4,0,-0.6698
2021/1/26 20:00,-10.9,7.3,261,-10.5,1001.2,38.1,0,-0.8931
2021/1/26 21:00,-12,5.2,253,-11.7,1002.2,41.2,0,-0.8931
2021/1/26 22:00,-12.7,3.7,283,-12.2,1002.8,43.8,0,-0.6698
2021/1/26 23:00,-13,6.9,287,-12.6,1003.2,44.3,0,-0.6698
2021/1/27 0:00,-14.6,0.9,208,-13.9,1004,46.7,0,-0.6698
2021/1/27 1:00,-15.5,2.1,246,-15,1004.7,52.1,0,-0.8931
2021/1/27 2:00,-15.4,3.6,254,-15.1,1005.1,53,0,-0.6698
2021/1/27 3:00,-15.6,2.5,253,-15.1,1004.8,52.6,0,-0.6698
2021/1/27 4:00,-14.6,2.7,256,-14.1,1004.2,51.8,0,-0.6698
2021/1/27 5:00,-16.7,2.1,260,-16.2,1004.9,57.7,0,-0.6698
2021/1/27 6:00,-15.7,2.4,246,-15.3,1004.6,55.5,0,-0.8931
2021/1/27 7:00,-16.4,2.5,245,-15.8,1005.3,56.6,0,-0.8931
2021/1/27 8:00,-13.5,3.1,243,-14.2,1005.7,51.6,232,43.09
2021/1/27 9:00,-10,3.1,261,-12.3,1005.7,44,493,165.662
2021/1/27 10:00,-8.6,4.3,229,-10.8,1005.1,36.8,524,161.8665
2021/1/27 11:00,-7.3,4.6,275,-9.4,1004.6,31.1,761,219.0221
2021/1/27 12:00,-8.1,6.1,268,-8.8,1003.7,25.8,837,236.4367
2021/1/27 13:00,-8.2,4.8,275,-9.1,1002.6,25.3,755,231.5249
2021/1/27 14:00,-8.8,6.2,268,-9.1,1002.1,25,163,65.8629
2021/1/27 15:00,-8.8,3.2,230,-9.1,1001.6,26.6,128,45.7691
2021/1/27 16:00,-9.4,2.4,258,-9.4,1001.1,28.3,41,14.7354
2021/1/27 17:00,-10.8,2.5,238,-10.4,1001.6,29.6,0,-1.3396
2021/1/27 18:00,-12.4,1.5,191,-11.9,1002.2,32.8,0,-0.8931
2021/1/27 19:00,-11.5,2,267,-11,1002,35.8,0,-0.8931
2021/1/27 20:00,-12.7,2.8,252,-12.6,1002.6,41.3,0,-0.8931
2021/1/27 21:00,-13.5,3.7,290,-13.1,1003.1,39.5,0,-0.8931
2021/1/27 22:00,-14.2,3.3,280,-13.8,1003.5,42,0,-0.6698
2021/1/27 23:00,-15,2,298,-14.6,1003.6,44.3,0,-0.8931
2021/1/28 0:00,-17.2,1.3,326,-16.7,1004.2,48.9,0,-0.8931
2021/1/28 1:00,-17.7,1.5,308,-17.2,1004.3,49,0,-0.8931
2021/1/28 2:00,-17.2,1.7,318,-16.6,1004.3,46.9,0,-1.1163
2021/1/28 3:00,-17.4,1.6,17,-17.2,1004.3,47.1,0,-1.1163
2021/1/28 4:00,-17.8,1.9,353,-17.2,1004.3,47.3,0,-1.1163
2021/1/28 5:00,-19.9,0.2,301,-19,1004.8,51.4,0,-1.1163
2021/1/28 6:00,-20,0,293,-19.5,1005.4,54.4,0,-1.1163
2021/1/28 7:00,-19.6,0.5,276,-19,1005.3,53,0,-0.8931
2021/1/28 8:00,-17.6,1.3,289,-18.4,1005.6,50.8,221,42.4202
2021/1/28 9:00,-13.7,2.4,323,-16,1004.5,44.1,494,168.7877
2021/1/28 10:00,-13.4,8.8,338,-15.4,1005.1,31.6,574,185.086
2021/1/28 11:00,-13.5,6.9,313,-15.1,1004.8,26.5,706,207.4124
