date,dianchibanwendu,fengsu,fengxiang,huanjingwendu,qiya,shidu,fuzhaodu,power
2021/4/6 14:00,14.2,4.2,290,12.6,997.8,11.3,798,250.2791
2021/4/6 15:00,15.1,3.4,268,13.1,996.8,9.2,656,207.6356
2021/4/6 16:00,14.8,5.4,315,13.2,996.8,8.1,453,161.1967
2021/4/6 17:00,14.6,3.4,275,12.8,997.2,8.9,210,80.5984
2021/4/6 18:00,11.4,4.6,317,10.5,998.1,11.7,26,5.8049
2021/4/6 19:00,8.5,4,305,8.6,999.6,15.1,0,-0.6698
2021/4/6 20:00,6.6,5.3,29,6.8,1001.7,12.5,0,-0.6698
2021/4/6 21:00,5,6.3,23,5.1,1002.9,14.9,0,-0.6698
2021/4/6 22:00,2.6,4.2,17,2.8,1004.6,19.8,0,-0.6698
2021/4/6 23:00,1.6,1.8,351,1.9,1006.1,25.2,0,-0.6698
2021/4/7 0:00,1.1,5,352,1.3,1006.7,23.8,0,-0.6698
2021/4/7 1:00,-0.2,1.5,338,0,1007.3,29.2,0,-0.6698
2021/4/7 2:00,-1.3,3.4,330,-1.1,1007.4,30.2,0,-0.6698
2021/4/7 3:00,-2,1.1,341,-1.9,1007.7,32.9,0,-0.8931
2021/4/7 4:00,-1.9,1.2,321,-1.7,1007.5,29.9,0,-0.8931
2021/4/7 5:00,-3.5,1.5,321,-3.3,1008,36.5,0,-0.8931
2021/4/7 6:00,-3.3,1.1,253,-2.9,1008.1,38.7,60,22.1031
2021/4/7 7:00,0.7,0.3,264,0.3,1007.8,29.2,207,114.088
2021/4/7 8:00,5.3,1.4,311,4.2,1007.1,16.5,441,185.979
2021/4/7 9:00,9.1,4,4,5.4,1006.7,10.5,630,234.2041
2021/4/7 10:00,10,5.4,286,6.7,1006.1,10.3,774,259.6562
2021/4/7 11:00,9.1,5.1,287,7.5,1004.8,14,857,273.2753
2021/4/7 12:00,10,3.6,317,8.4,1003.3,15.5,891,275.2847
2021/4/7 13:00,12.1,3.8,290,10.2,1002,14,854,268.1402
2021/4/7 14:00,13.3,4.6,244,11.5,1000.1,12.6,770,244.9207
2021/4/7 15:00,14.5,4.9,279,13,998.7,11.6,672,198.2585
2021/4/7 16:00,14.6,5.5,291,13.3,997.5,11.1,507,174.5925
2021/4/7 17:00,14.5,4.4,295,13.2,997.1,11.2,179,49.5646
2021/4/7 18:00,13.4,2.4,353,12.6,997.1,14,25,6.0281
2021/4/7 19:00,10,2.6,48,10.1,998,22.4,0,-0.8931
2021/4/7 20:00,7.8,5.3,61,7.9,998.7,30.2,0,-0.8931
2021/4/7 21:00,5,4.8,76,5,999.8,40.6,0,-0.6698
2021/4/7 22:00,4.7,3.3,50,4.7,1000.5,41.6,0,-0.6698
2021/4/7 23:00,2.2,3.7,6,2.3,1001.5,48.4,0,-0.6698
2021/4/8 0:00,1.5,4.3,38,1.6,1002.2,51.8,0,-0.6698
2021/4/8 1:00,1,1.6,26,1.1,1002.7,49.5,0,-0.8931
2021/4/8 2:00,-0.5,1.3,6,-0.3,1003.3,56.2,0,-0.8931
2021/4/8 3:00,-1.6,2,331,-1.5,1003.9,65.1,0,-0.8931
2021/4/8 4:00,-3.4,2.3,324,-3.4,1004.6,59.5,0,-1.1163
2021/4/8 5:00,-3.3,2.1,341,-3.1,1005.1,60.9,0,-0.8931
2021/4/8 6:00,-3.2,2.1,307,-3.2,1005.7,58.6,58,21.4334
2021/4/8 7:00,0.7,1,14,-0.3,1005.9,44.2,198,102.4782
2021/4/8 8:00,3.9,2.5,14,1.7,1005.9,35.3,422,174.5925
2021/4/8 9:00,10.3,0.6,59,4.4,1005.6,25.8,603,219.0221
2021/4/8 10:00,12.3,0.8,28,6.4,1005.4,17.9,735,246.2603
2021/4/8 11:00,11.3,0.8,340,8.7,1004.7,15.8,797,255.4142
2021/4/8 12:00,12.8,1.2,196,9.9,1004,14.7,858,256.084
2021/4/8 13:00,14.8,1.6,264,12.2,1003.3,14.1,823,250.9489
2021/4/8 14:00,13.8,1,107,10.4,1003.1,16.7,747,233.311
2021/4/8 15:00,15.6,1.2,82,11.3,1002.1,18.3,616,201.6075
2021/4/8 16:00,14,4.2,57,10.7,1001.6,21.2,408,145.345
2021/4/8 17:00,13.2,4.3,73,10.4,1001.5,22.3,175,68.5421
2021/4/8 18:00,10.3,4,105,9.7,1001.6,22.7,25,6.2514
2021/4/8 19:00,8.2,4,118,8.5,1002,22.6,0,-0.8931
2021/4/8 20:00,7,3.6,127,7.4,1002.8,23.9,0,-0.8931
2021/4/8 21:00,6.3,2.5,140,6.4,1003.7,26.3,0,-0.8931
2021/4/8 22:00,5.7,2.2,128,6.4,1004.1,30.7,0,-0.8931
2021/4/8 23:00,3.3,1.3,189,3.9,1004.8,35.1,0,-0.8931
2021/4/9 0:00,3.2,1.5,174,4,1004.7,35.2,0,-0.8931
2021/4/9 1:00,2.9,1.3,148,3.4,1004.8,40,0,-0.8931
2021/4/9 2:00,2,1.5,157,2.5,1005,44.2,0,-0.8931
2021/4/9 3:00,1,4.5,118,1.3,1005.2,44.6,0,-0.8931
2021/4/9 4:00,1.1,5,115,1.4,1005.1,43.9,0,-0.8931
2021/4/9 5:00,0,1.5,222,0.5,1005.7,46.9,0,-0.8931
2021/4/9 6:00,0.5,1.3,176,0.4,1006.1,51.1,53,20.9868
2021/4/9 7:00,5.1,2.4,202,3.5,1006.4,41.3,196,79.0355
2021/4/9 8:00,9.2,3.1,193,7.3,1005.7,28.2,412,168.5644
2021/4/9 9:00,14.3,4.1,180,10.5,1005.5,22,594,217.6825
2021/4/9 10:00,16.3,3.8,203,12.8,1005.1,17.9,755,243.8044
2021/4/9 11:00,15.7,5.3,186,13.9,1004,16.1,820,258.0933
2021/4/9 12:00,17.2,5.6,189,15.1,1003,14.7,859,260.1027
2021/4/9 13:00,18.3,2.5,209,16.1,1002.9,13.7,808,252.735
2021/4/9 14:00,18.5,7.6,193,16.5,1001.9,12.6,744,235.3204
2021/4/9 15:00,19,2.1,249,16.8,1001.4,12.3,584,196.919
2021/4/9 16:00,18.2,2.1,172,16.6,1001.1,12.1,378,128.6001
2021/4/9 17:00,17.2,3.2,174,15.9,1000.8,13,127,52.0205
2021/4/9 18:00,14.1,4.2,198,14.2,1000.9,15.9,17,5.3583
2021/4/9 19:00,11.3,6.7,178,11.6,1001.1,21.3,0,-0.6698
2021/4/9 20:00,10.5,6.9,185,10.7,1001.7,22.7,0,-0.8931
2021/4/9 21:00,9.1,5.4,189,9.4,1001.9,26.6,0,-0.6698
2021/4/9 22:00,7.4,6.5,200,7.7,1002,29.9,0,-0.8931
2021/4/9 23:00,7,6.3,198,7.2,1001.6,32.2,0,-0.8931
2021/4/10 0:00,6.4,3.5,185,6.7,1001.6,34,0,-0.6698
2021/4/10 1:00,5.7,5.6,202,6,1001.2,36.3,0,-0.6698
2021/4/10 2:00,5.1,3,192,5.4,1001.1,37.8,0,-0.6698
2021/4/10 3:00,4.2,3.1,207,4.6,1001.1,40.8,0,-0.4465
2021/4/10 4:00,4.4,2.8,184,4.7,1000.8,40.6,0,-0.4465
2021/4/10 5:00,3.1,6.5,184,3.3,1000.6,45.9,0,-0.6698
2021/4/10 6:00,4,2.7,234,4.2,1000.7,42.5,20,18.9775
2021/4/10 7:00,4,2.7,234,4.2,1000.7,42.5,20,63.407
2021/4/10 8:00,4,2.7,234,4.2,1000.7,42.5,20,91.315
2021/4/10 9:00,16.2,9,214,13.5,998.8,21.4,539,192.4537
2021/4/10 10:00,18.1,10.7,217,15.5,997.6,19,711,209.645
2021/4/10 11:00,20.4,5.1,221,18.3,995.9,16.4,862,227.0596
2021/4/10 12:00,20.6,7.4,206,19,995.3,15.1,831,166.555
2021/4/10 13:00,21.9,9.2,208,20.3,993.9,14,789,132.3956
2021/4/10 14:00,22.9,6,204,21.4,992.6,13.1,688,129.2699
2021/4/10 15:00,22.7,4.5,262,21.8,992.2,12.8,285,85.7334
2021/4/10 16:00,22.2,5,125,21.7,991.6,11.8,151,49.5646
2021/4/10 17:00,21.4,8.6,188,21.3,990.8,12.9,63,20.5403
2021/4/10 18:00,19.8,8.1,202,19.9,992.3,15.8,12,3.1257
2021/4/10 19:00,17.1,5.7,193,17.4,993.1,19.7,0,-0.6698
2021/4/10 20:00,15.5,2.8,184,15.8,993.8,26.2,0,-0.6698
2021/4/10 21:00,13.8,4,197,14.1,994.5,33.2,0,-0.6698
2021/4/10 22:00,13.6,0.8,162,13.9,994.8,37.9,0,-0.6698
2021/4/10 23:00,12.6,2.3,194,13,995.4,39,0,-0.8931
2021/4/11 0:00,11.6,3.4,185,11.9,995.7,45.2,0,-0.8931
2021/4/11 1:00,10.9,3.8,82,11.1,996.7,48.8,0,-0.8931
2021/4/11 2:00,11.3,2.9,79,11.4,996.8,49.1,0,-0.8931
2021/4/11 3:00,12.5,4.4,34,12.6,997.4,42.3,0,-0.6698
2021/4/11 4:00,10.5,4.6,12,10.6,998.5,47.1,0,-0.6698
2021/4/11 5:00,9.5,3.5,21,9.6,999.1,46.4,0,-0.6698
2021/4/11 6:00,9.3,2.8,59,9.2,999.4,48.3,24,7.591
2021/4/11 7:00,10,2,14,9.3,1000.1,48.8,62,19.424
2021/4/11 8:00,10.4,0.6,343,9.8,1000.3,49.2,52,17.6379
2021/4/11 9:00,14.5,1.3,25,10.9,999.9,42.6,450,124.8046
2021/4/11 10:00,18.9,1,59,13.3,999.7,35.3,647,192.9002
2021/4/11 11:00,15.6,3.7,354,13.8,999.6,25.3,215,79.0355
2021/4/11 12:00,17.1,0.1,329,15.1,998.8,16.7,367,205.403
2021/4/11 13:00,19.3,2.4,75,15.2,998.1,16,566,138.647
2021/4/11 14:00,19.5,0.5,11,16.5,997.4,13.8,273,145.5682
2021/4/11 15:00,18.8,2.7,216,16.9,996.8,14.8,265,101.3619
2021/4/11 16:00,18,5.1,196,16.6,995.9,28.6,204,77.9192
2021/4/11 17:00,13.9,4.9,231,13.5,995.8,41.5,23,8.7073
2021/4/11 18:00,12.5,3.5,186,12.1,995.3,56.3,5,0.2233
2021/4/11 19:00,11.3,2.6,184,11.3,995.5,60.4,0,-0.8931
2021/4/11 20:00,10,2.7,146,10.1,995.3,67.4,0,-0.8931
2021/4/11 21:00,9.5,3.4,155,9.5,995.1,72.8,0,-0.8931
2021/4/11 22:00,9.2,3,200,9.2,994.4,79.3,0,-0.6698
2021/4/11 23:00,9.5,1.9,196,9.4,993.4,79.7,0,-0.6698
2021/4/12 0:00,9.2,4.6,203,9.2,991.8,83.1,0,-0.4465
2021/4/12 1:00,9.1,2.2,181,9.2,991.4,81.3,0,-0.6698
2021/4/12 2:00,8.1,6.2,195,8.3,990.3,79.3,0,-0.6698
2021/4/12 3:00,8,3.2,175,8.2,989.9,75.3,0,-0.6698
2021/4/12 4:00,8.5,4.3,132,8.8,989,69,0,-0.6698
2021/4/12 5:00,9.3,2.9,213,9.5,988.5,70.4,0,-0.6698
2021/4/12 6:00,10.1,9.3,207,10.1,987.6,67.9,11,3.1257
2021/4/12 7:00,10.3,7.8,179,10.2,987,70.4,43,12.5028
2021/4/12 8:00,9.6,3.2,240,10,987.8,77.1,61,20.317
2021/4/12 9:00,9.1,3,253,9.2,988.8,84.8,6,1.3396
2021/4/12 10:00,1.3,11.3,1,1.9,992.1,90,61,21.2101
2021/4/12 11:00,0,3.2,349,0,993.6,92.6,37,18.3077
2021/4/12 12:00,-0.9,9.1,23,-1.4,995,95.3,66,18.0844
2021/4/12 13:00,-0.9,7.5,14,-1.4,996.1,96.1,132,27.015
2021/4/12 14:00,-0.4,6.2,18,-1.3,996.7,96.3,156,31.0337
2021/4/12 15:00,0.2,9,25,-0.2,996.2,82.3,223,62.2907
2021/4/12 16:00,0.3,8.6,28,0,996.5,74.9,101,37.0618
2021/4/12 17:00,0.3,4.3,15,0,997.3,73.1,62,24.5591
2021/4/12 18:00,0.9,4,43,0,997.9,73.7,40,13.1726
2021/4/12 19:00,-0.4,4.8,23,-0.4,998.8,74.3,0,-0.8931
2021/4/12 20:00,-0.7,1.3,37,-0.5,999.9,77.2,0,-0.8931
2021/4/12 21:00,-1.4,2.4,295,-1.3,1000.9,81.1,0,-0.8931
2021/4/12 22:00,-1.9,1.6,329,-1.7,1000.6,82.1,0,-0.8931
2021/4/12 23:00,-2.5,0.3,329,-2.2,1000.7,85.6,0,-0.8931
2021/4/13 0:00,-3.1,2.6,276,-3,1000.7,89.3,0,-0.6698
2021/4/13 1:00,-3.9,1.3,252,-3.9,1000.3,91.8,0,-0.6698
2021/4/13 2:00,-3.5,3.5,278,-3.5,1000,89.8,0,-0.4465
2021/4/13 3:00,-2.2,4.5,283,-2,999.2,56.7,0,-0.6698
2021/4/13 4:00,-2.4,3.9,289,-2.1,999.2,53.8,0,-0.6698
2021/4/13 5:00,-3.1,2.9,282,-2.8,999.1,52.7,0,-0.4465
2021/4/13 6:00,-2.7,5.8,316,-2.6,998.9,50,69,35.9455
2021/4/13 7:00,-0.9,3.9,308,-1.1,999.1,47.8,239,129.4932
2021/4/13 8:00,0.7,4,288,0,998.7,42.4,482,200.2679
2021/4/13 9:00,2.8,3.9,345,0.5,998.7,38.8,685,190.6676
2021/4/13 10:00,3.1,4.7,313,1,998.5,31.1,830,244.4742
2021/4/13 11:00,2.5,4.5,349,1.4,997.9,29.5,903,285.7781
2021/4/13 12:00,4,4.1,14,2,996.3,31.3,950,284.4385
2021/4/13 13:00,6.8,0.5,23,3.4,995,30.9,896,275.0614
2021/4/13 14:00,8.9,0.8,318,6.3,993.3,24.3,797,256.084
2021/4/13 15:00,8,1,185,5.7,992.2,30,608,195.5794
2021/4/13 16:00,6,4.3,156,5.2,991.3,31.5,211,67.8723
2021/4/13 17:00,5.8,8.1,184,5.5,990.4,34.6,95,41.9737
2021/4/13 18:00,4.8,4.6,159,4.8,989.9,39.5,22,6.4747
2021/4/13 19:00,3,3,78,3.4,990.5,48.4,0,-1.1163
2021/4/13 20:00,1.5,3.3,100,2.1,991,56.3,0,-0.8931
2021/4/13 21:00,0.6,2.7,20,0.9,991.5,65.1,0,-0.8931
2021/4/13 22:00,0,1.7,87,0.4,991.1,67.8,0,-0.8931
2021/4/13 23:00,-0.9,1.6,285,-0.4,991.4,76.1,0,-0.8931
2021/4/14 0:00,-1.9,1.8,328,-1.5,991.6,78.1,0,-0.8931
2021/4/14 1:00,-1.5,2.7,321,-1.2,991.5,77.5,0,-0.8931
2021/4/14 2:00,-1.8,1.4,309,-1.4,991.1,68.3,0,-0.8931
2021/4/14 3:00,-1.6,2.8,292,-1.3,991.6,60.5,0,-0.8931
2021/4/14 4:00,-1.2,3.4,301,-0.9,991.6,63.7,0,-0.6698
2021/4/14 5:00,-1.6,1.9,312,-1.4,991.9,66.2,0,-0.6698
2021/4/14 6:00,-1,1.8,321,-0.8,992.1,64.5,62,36.6153
2021/4/14 7:00,2.4,1.6,311,2.1,992,46,227,129.2699
2021/4/14 8:00,4.9,3.1,306,4,992.3,32.4,474,203.3936
2021/4/14 9:00,8.1,3.4,344,5.5,992.4,20.8,676,246.9301
2021/4/14 10:00,8.9,3,288,6.2,992.1,12.8,829,270.8194
2021/4/14 11:00,9.2,1.2,285,7,991.8,12.3,914,281.0895
2021/4/14 12:00,9.6,2.8,299,7.9,991,11.8,947,282.2059
2021/4/14 13:00,11.6,3.1,295,9.4,990.2,12.3,889,273.7218
2021/4/14 14:00,13.8,1.2,236,10.5,989.4,11.7,788,252.2885
2021/4/14 15:00,13.8,1,284,11.8,988.3,11,661,207.8589
2021/4/14 16:00,13.8,5.5,197,11.8,986.8,12.5,453,166.555
2021/4/14 17:00,13,4.5,213,11.3,986.1,16.7,160,76.8029
2021/4/14 18:00,11.3,4.6,191,9.8,985.6,20.9,35,11.1632
2021/4/14 19:00,7.6,5.7,200,7.9,985.7,25.7,0,-0.8931
2021/4/14 20:00,6.3,5.8,202,6.5,986.1,31.8,0,-0.6698
2021/4/14 21:00,7.2,3.7,216,7.9,987.5,26.9,0,-0.6698
2021/4/14 22:00,4.8,1.3,238,5.4,988.1,36.8,0,-0.8931
2021/4/14 23:00,4.9,2.1,284,5.3,988.4,40.3,0,-0.6698
2021/4/15 0:00,1.8,2.1,211,2.5,989.1,51.6,0,-0.6698
2021/4/15 1:00,2.6,2,245,3.6,988.9,50.7,0,-0.8931
2021/4/15 2:00,2.4,1.5,250,3.1,988.9,49.9,0,-0.8931
2021/4/15 3:00,1.9,1.1,293,3.5,988.4,48.9,0,-0.8931
2021/4/15 4:00,1.4,1.4,328,1.7,989.1,58.7,0,-0.8931
2021/4/15 5:00,1.7,1.1,332,2.4,989.1,55.6,0,-0.6698
2021/4/15 6:00,3,2.2,17,3.6,988.6,49.3,48,17.6379
2021/4/15 7:00,5.5,1.5,51,4.5,988,49.6,144,57.1556
2021/4/15 8:00,8.1,8.4,63,7.3,986.2,42.7,261,104.0411
2021/4/15 9:00,9.6,9,88,8.3,985.5,44,314,112.9716
2021/4/15 10:00,11.3,8.5,94,9.1,985.6,40,504,170.3505
2021/4/15 11:00,11.9,8.5,83,9.7,984.6,38.1,367,143.5588
2021/4/15 12:00,13.1,9.3,104,11.1,982.7,36.4,451,152.9359
2021/4/15 13:00,13.6,9,95,11.6,981.7,31.4,615,162.9828
2021/4/15 14:00,14.3,8.4,128,13,979.9,30.1,625,206.7426
2021/4/15 15:00,15.9,4.5,76,13.8,979,31.2,363,129.4932
2021/4/15 16:00,14.4,7.3,66,13.8,978.2,32.8,123,43.5365
2021/4/15 17:00,13.3,8.1,67,13.1,977.5,36,47,16.5215
2021/4/15 18:00,12.3,8.1,68,12.4,977.2,39.5,5,0.8931
2021/4/15 19:00,11.6,5.3,84,11.8,977.3,41.7,0,-0.8931
2021/4/15 20:00,14.5,5.9,208,14.7,977,43.1,0,-0.6698
2021/4/15 21:00,13.7,4.6,204,13.9,977,40.8,0,-0.6698
2021/4/15 22:00,13,5.4,235,13.1,976.1,38.5,0,-0.6698
2021/4/15 23:00,12.5,11.2,199,12.6,974.8,37.9,0,-0.6698
2021/4/16 0:00,11.8,3.8,233,12,975.5,48.7,0,-0.6698
2021/4/16 1:00,9.6,3.3,271,9.8,975.2,63.8,0,-0.8931
2021/4/16 2:00,8.3,8.3,197,8.4,975.3,64.5,0,-0.6698
2021/4/16 3:00,7.8,7.6,210,7.9,975.5,64.5,0,-0.6698
2021/4/16 4:00,6,3,231,6,976,73.8,0,-0.8931
2021/4/16 5:00,3.6,3,281,3.7,976.1,79.6,0,-0.8931
2021/4/16 6:00,3.1,0,321,3.1,976.2,87.8,3,0.4465
2021/4/16 7:00,3,1.8,59,2.8,976.3,90.6,19,6.6979
2021/4/16 8:00,3.1,0.1,329,2.8,975.8,92.8,43,16.075
2021/4/16 9:00,3.2,1.2,276,2.6,976.2,93.4,119,42.4202
2021/4/16 10:00,4.3,0,208,3.1,976.4,93.4,178,62.2907
2021/4/16 11:00,4.8,1.1,276,3.4,976.5,92.7,254,81.2681
2021/4/16 12:00,5.1,2,276,4.1,976.5,92,240,87.7428
2021/4/16 13:00,5.3,2,292,4.7,976.9,90.2,132,56.2626
2021/4/16 14:00,5.5,1.8,284,4.6,977.5,90,227,68.9886
2021/4/16 15:00,6,1.9,276,5.4,977.8,86,84,35.2757
2021/4/16 16:00,6,3.4,295,5.7,978.5,81.4,43,16.9681
2021/4/16 17:00,5.5,1.4,298,5.4,979.6,82.3,20,5.1351
2021/4/16 18:00,4.9,2.4,0,4.8,980.6,87.3,9,2.9024
2021/4/16 19:00,4.1,2.1,344,4.3,981.8,89.2,0,-1.1163
2021/4/16 20:00,3,1.5,332,3.3,983.4,92.8,0,-0.8931
2021/4/16 21:00,3.3,2,309,3.6,984,94.1,0,-0.8931
2021/4/16 22:00,3.3,4.1,319,3.6,984.7,94.7,0,-0.8931
2021/4/16 23:00,3.9,5.6,28,4.4,985.1,94.2,0,-0.6698
2021/4/17 0:00,3.4,7.4,41,3.9,986.1,94,0,-0.4465
2021/4/17 1:00,3.6,4.7,41,3.9,987.5,94.8,0,-0.6698
2021/4/17 2:00,3.6,4.7,16,4.2,988.3,94.5,0,-0.6698
2021/4/17 3:00,2.3,5.4,35,2.9,989.4,93.8,0,-0.6698
2021/4/17 4:00,2.5,6.9,6,2.6,990.3,92.1,0,-0.6698
2021/4/17 5:00,2.3,3,350,2.4,991.3,93,0,-0.6698
2021/4/17 6:00,2,6,12,2.1,992.4,93.5,4,0.6698
2021/4/17 7:00,2.6,6.2,20,2.5,993.1,91.2,44,16.075
2021/4/17 8:00,2.8,5.4,23,2.7,993.7,89.7,50,18.5309
2021/4/17 9:00,4.6,1.6,268,4.1,994.1,79.8,138,48.6716
2021/4/17 10:00,5.3,4,338,4.9,994.6,63.2,94,37.5084
2021/4/17 11:00,6.4,4,353,5.6,994.7,60,194,68.9886
2021/4/17 12:00,7.8,4.8,39,6.8,994.7,54,238,91.5383
2021/4/17 13:00,10.1,7.5,35,8.6,994.1,45.4,862,247.1534
2021/4/17 14:00,11.2,3.9,52,9.5,994,41.5,746,246.9301
2021/4/17 15:00,12.1,3.9,0,10.3,993.9,37.9,630,176.8252
2021/4/17 16:00,11.6,5.8,349,10.4,994,39.1,414,152.2661
2021/4/17 17:00,12.3,2,354,10.3,994,37.4,173,74.5702
2021/4/17 18:00,10.7,0.5,326,9.8,994.2,42.4,31,11.3865
2021/4/17 19:00,7.8,1,14,8.6,994.7,49.3,0,-1.1163
2021/4/17 20:00,6.3,0.7,321,7.5,995.2,54.3,0,-0.8931
2021/4/17 21:00,4.8,1.6,242,6,995.5,62.6,0,-0.8931
2021/4/17 22:00,2.8,2.2,249,3.3,995.5,74.9,0,-0.8931
2021/4/17 23:00,3.6,2.2,228,4,995.3,71.3,0,-0.8931
2021/4/18 0:00,2.8,2.4,250,3.3,995.2,72,0,-0.8931
2021/4/18 1:00,2.6,1.7,235,3.2,994.9,71.9,0,-0.8931
2021/4/18 2:00,1.9,1.7,226,2.5,994.5,76.2,0,-0.8931
2021/4/18 3:00,1,1.8,194,1.7,994.4,79.3,0,-0.8931
2021/4/18 4:00,0.7,1.7,182,1.3,994.1,83.1,0,-0.8931
2021/4/18 5:00,-0.1,3.8,196,0.2,993.9,87.8,1,-0.2233
2021/4/18 6:00,1.7,1.9,210,1.1,993.9,88,68,41.3039
2021/4/18 7:00,5.5,1.3,216,3.8,993.3,84.5,223,126.3675
2021/4/18 8:00,7.5,3.8,186,5.8,992.2,74.1,456,194.2398
2021/4/18 9:00,12.3,5,197,8.7,991.4,65.3,645,237.9996
2021/4/18 10:00,14.1,2.8,164,11.8,990.5,47.9,789,261.8888
2021/4/18 11:00,15.4,3.5,129,13.8,989.1,35.1,871,265.2378
2021/4/18 12:00,16.6,5.1,185,15,987.4,31.2,913,223.9339
2021/4/18 13:00,18.8,3.9,200,17,986.6,27.1,855,219.2454
2021/4/18 14:00,19.7,6.1,188,18,984.7,23.6,753,181.0672
2021/4/18 15:00,20.6,4.7,246,18.8,984.4,18.4,624,156.7314
2021/4/18 16:00,21.2,9.1,190,19.7,983.1,16.9,437,160.0804
2021/4/18 17:00,21.6,2.5,189,19.4,982.5,20.5,191,86.6265
2021/4/18 18:00,19,2.7,166,17.6,982.2,27.2,36,12.7261
2021/4/18 19:00,14.8,4.2,160,15,982.2,36,0,-0.6698
2021/4/18 20:00,13.5,4.8,172,13.8,982.6,40.2,0,-0.4465
2021/4/18 21:00,12.8,5.7,149,13.1,982.5,41.8,0,-0.6698
2021/4/18 22:00,11.2,3.9,165,11.6,982.1,50.2,0,-0.6698
2021/4/18 23:00,10.3,0.1,172,10.7,982.2,54.6,0,-0.6698
2021/4/19 0:00,9.2,0.5,197,9.7,982.4,57.7,0,-0.6698
2021/4/19 1:00,8.1,1.1,188,8.9,982.4,60.6,0,-0.6698
2021/4/19 2:00,5.8,1.7,335,6.4,982.7,74.4,0,-0.6698
2021/4/19 3:00,4.7,1.7,17,5.1,982.6,81,0,-0.4465
2021/4/19 4:00,3.7,0.6,352,4,983.6,83.5,0,-0.6698
2021/4/19 5:00,3.3,2,324,3.7,984.3,81.8,1,0
2021/4/19 6:00,5.3,1.4,3,5.5,985.3,75.3,69,41.0806
2021/4/19 7:00,11.5,3.9,359,10.8,985.9,49.7,229,126.5908
2021/4/19 8:00,15.3,4.5,323,14.7,986.5,34.5,474,171.4669
2021/4/19 9:00,16.8,5.7,17,15.2,987.6,31.7,659,201.3842
2021/4/19 10:00,17.1,3.2,351,15.6,988.4,28.4,809,220.3617
2021/4/19 11:00,17.6,3.7,318,16.4,988.5,15.6,904,233.311
2021/4/19 12:00,18.7,6.2,319,17.4,988.8,12.3,944,222.1478
2021/4/19 13:00,18.7,5.5,6,17.5,989.5,9.5,893,219.0221
2021/4/19 14:00,19.2,2.4,9,17.6,990.1,9.4,802,208.0822
2021/4/19 15:00,18.5,7.8,10,17.1,990.5,8.1,669,198.0353
2021/4/19 16:00,18.4,4.8,24,16.9,990.9,9.5,471,171.0203
2021/4/19 17:00,18.3,7.5,13,16,992,8.7,213,98.2362
2021/4/19 18:00,17.5,7.8,358,14.9,992.7,9.8,44,18.0844
2021/4/19 19:00,12.4,3.1,35,12.6,994.1,13.8,0,-0.8931
2021/4/19 20:00,11,3.1,1,11.4,995.8,21.7,0,-0.6698
2021/4/19 21:00,9.3,2.1,38,9.5,996.8,25,0,-0.6698
2021/4/19 22:00,7.4,1.8,68,7.6,997.9,35.1,0,-0.8931
2021/4/19 23:00,6,1.5,332,6.3,998.6,30.5,0,-0.6698
2021/4/20 0:00,5.1,1.8,358,5.5,999.3,29.9,0,-0.8931
2021/4/20 1:00,4.6,2.2,318,4.9,1000.1,31.8,0,-0.6698
2021/4/20 2:00,3.5,1.1,3,3.9,1001.1,35.3,0,-0.8931
2021/4/20 3:00,2.8,2.4,325,3.1,1001.8,36.2,0,-0.8931
2021/4/20 4:00,1.5,1.8,304,1.8,1002.3,40.2,0,-0.8931
2021/4/20 5:00,0.9,1.6,253,0.8,1002.9,49.7,3,0
2021/4/20 6:00,2.6,1,326,3.1,1002.8,36.8,70,49.1181
2021/4/20 7:00,6.8,0.8,3,5.6,1002.6,32.6,237,137.754
2021/4/20 8:00,9.6,3.6,37,8.3,1002,18.4,480,201.161
2021/4/20 9:00,12.8,3.6,60,9.4,1002,15.3,667,241.5718
2021/4/20 10:00,15,0,59,10.9,1002.1,10.2,803,260.1027
2021/4/20 11:00,14,3.5,111,11.5,1001.1,7.2,889,272.159
2021/4/20 12:00,16,4.4,170,13.7,999.7,7.9,919,274.8381
2021/4/20 13:00,17,2.6,134,14.5,999.1,10.1,862,265.2378
2021/4/20 14:00,18.7,4.9,190,15.6,998,10.8,774,248.7162
2021/4/20 15:00,19.1,2.3,336,16.5,997.1,11.9,642,215.8964
2021/4/20 16:00,19,3.3,206,17.1,996.3,11.6,441,162.7596
2021/4/20 17:00,19.3,3.9,223,16.6,996,12.1,193,88.4126
2021/4/20 18:00,17.7,2.8,197,15.4,995.9,15.1,44,15.8518
2021/4/20 19:00,12.9,3.5,194,13.6,996.4,21.8,0,-1.1163
2021/4/20 20:00,11.1,1.7,186,11.7,996.9,30.1,0,-0.8931
2021/4/20 21:00,10,2.7,186,10.6,996.8,30.4,0,-0.8931
2021/4/20 22:00,8.8,2.9,183,9.1,996.7,40.8,0,-0.8931
2021/4/20 23:00,8.9,6.1,191,9.4,996.4,35,0,-0.6698
2021/4/21 0:00,8.3,2.7,186,8.5,996.3,41.4,0,-0.8931
2021/4/21 1:00,7.6,3.1,194,8,996,43,0,-0.8931
2021/4/21 2:00,6.6,2.1,152,6.8,995.9,49.1,0,-0.8931
2021/4/21 3:00,6.7,1.9,141,7.2,995.1,45.6,0,-0.8931
